Date,Rate,Open,High,Low,Percentage Change
"Jul 29, 2015",7.809,7.809,7.809,7.809,0.0005
"Jul 28, 2015",7.805,7.805,7.805,7.805,-0.0029
"Jul 27, 2015",7.828,7.828,7.828,7.828,-0.0003
"Jul 24, 2015",7.83,7.83,7.83,7.83,0.0035
"Jul 23, 2015",7.803,7.803,7.803,7.803,-0.0032
"Jul 22, 2015",7.828,7.828,7.828,7.828,-0.001
"Jul 21, 2015",7.836,7.836,7.836,7.836,-0.0005
"Jul 20, 2015",7.84,7.84,7.84,7.84,0.0011
"Jul 18, 2015",7.831,7.831,7.831,7.831,0.0001
"Jul 17, 2015",7.83,7.83,7.83,7.83,-0.0019
"Jul 16, 2015",7.845,7.845,7.845,7.845,0.0008
"Jul 15, 2015",7.839,7.839,7.839,7.839,0.002
"Jul 14, 2015",7.823,7.823,7.823,7.823,-0.0056
"Jul 13, 2015",7.867,7.867,7.867,7.867,0.0083
"Jul 10, 2015",7.802,7.802,7.802,7.802,0.0013
"Jul 09, 2015",7.792,7.792,7.792,7.792,0.0014
"Jul 08, 2015",7.781,7.781,7.781,7.781,0.0001
"Jul 07, 2015",7.78,7.78,7.78,7.78,0.0035
"Jul 06, 2015",7.753,7.753,7.753,7.753,-0.0059
"Jul 03, 2015",7.799,7.799,7.799,7.799,-0.0015
"Jul 02, 2015",7.811,7.811,7.811,7.811,-0.0008
"Jul 01, 2015",7.817,7.817,7.817,7.817,-0.0056
"Jun 30, 2015",7.861,7.861,7.861,7.861,-0.0032
"Jun 29, 2015",7.886,7.886,7.886,7.886,0.0083
"Jun 26, 2015",7.821,7.821,7.821,7.821,-0.0003
"Jun 25, 2015",7.823,7.823,7.823,7.823,0.0024
"Jun 24, 2015",7.804,7.804,7.804,7.804,0.0072
"Jun 23, 2015",7.748,7.748,7.748,7.748,0.0016
"Jun 22, 2015",7.736,7.736,7.736,7.736,0.0036
"Jun 19, 2015",7.708,7.708,7.708,7.708,-0.0071
"Jun 18, 2015",7.763,7.763,7.763,7.763,-0.0106
"Jun 17, 2015",7.846,7.846,7.846,7.846,-0.0046
"Jun 16, 2015",7.882,7.882,7.882,7.882,0.0024
"Jun 15, 2015",7.863,7.863,7.863,7.863,-0.0029
"Jun 12, 2015",7.886,7.886,7.886,7.886,0.0009
"Jun 11, 2015",7.879,7.879,7.879,7.879,0.0069
"Jun 10, 2015",7.825,7.825,7.825,7.825,0.0046
"Jun 09, 2015",7.789,7.789,7.789,7.789,-0.0015
"Jun 08, 2015",7.801,7.801,7.801,7.801,-0.0228
"Jun 07, 2015",7.983,7.983,7.983,7.983,0
"Jun 05, 2015",7.983,7.983,7.983,7.983,-0.0034
"Jun 04, 2015",8.01,8.01,8.01,8.01,0.0074
"Jun 03, 2015",7.951,7.951,7.951,7.951,0.0023
"Jun 02, 2015",7.933,7.933,7.933,7.933,0.0142
"Jun 01, 2015",7.822,7.822,7.822,7.822,0.0008
"May 30, 2015",7.816,7.816,7.816,7.816,0.0001
"May 29, 2015",7.815,7.815,7.815,7.815,-0.005
"May 28, 2015",7.854,7.854,7.854,7.854,-0.0018
"May 27, 2015",7.868,7.868,7.868,7.868,-0.0029
"May 26, 2015",7.891,7.891,7.891,7.891,0.0034
"May 25, 2015",7.864,7.864,7.864,7.864,0.0008
"May 22, 2015",7.858,7.858,7.858,7.858,-0.0023
"May 21, 2015",7.876,7.876,7.876,7.876,0.0027
"May 20, 2015",7.855,7.855,7.855,7.855,-0.0004
"May 19, 2015",7.858,7.858,7.858,7.858,-0.0051
"May 18, 2015",7.898,7.898,7.898,7.898,-0.006
"May 15, 2015",7.946,7.946,7.946,7.946,0.0009
"May 14, 2015",7.939,7.939,7.939,7.939,-0.0023
"May 13, 2015",7.957,7.957,7.957,7.957,0.0009
"May 12, 2015",7.95,7.95,7.95,7.95,0.0081
"May 11, 2015",7.886,7.886,7.886,7.886,-0.0114
"May 08, 2015",7.977,7.977,7.977,7.977,-0.002
"May 07, 2015",7.993,7.993,7.993,7.993,0.0129
"May 06, 2015",7.891,7.891,7.891,7.891,0.0054
"May 05, 2015",7.849,7.849,7.849,7.849,-0.0014
"Apr 30, 2015",7.86,7.86,7.86,7.86,0.0058
"Apr 29, 2015",7.815,7.815,7.815,7.815,0.007
"Apr 28, 2015",7.761,7.761,7.761,7.761,-0.0022
"Apr 27, 2015",7.778,7.778,7.778,7.778,-0.0012
"Apr 24, 2015",7.787,7.787,7.787,7.787,0.0039
"Apr 23, 2015",7.757,7.757,7.757,7.757,0.0005
"Apr 22, 2015",7.753,7.753,7.753,7.753,-0.0026
"Apr 21, 2015",7.773,7.773,7.773,7.773,-0.0027
"Apr 20, 2015",7.794,7.794,7.794,7.794,0.0004
"Apr 17, 2015",7.791,7.791,7.791,7.791,-0.001
"Apr 16, 2015",7.799,7.799,7.799,7.799,0.0022
"Apr 15, 2015",7.782,7.782,7.782,7.782,-0.0018
"Apr 13, 2015",7.796,7.796,7.796,7.796,-0.0006
"Apr 10, 2015",7.801,7.801,7.801,7.801,0.0035
"Apr 09, 2015",7.774,7.774,7.774,7.774,-0.0015
"Apr 08, 2015",7.786,7.786,7.786,7.786,0
"Apr 07, 2015",7.786,7.786,7.786,7.786,0.0084
"Apr 06, 2015",7.721,7.721,7.721,7.721,-0.0022
"Mar 31, 2015",7.738,7.738,7.738,7.738,-0.003
"Mar 30, 2015",7.761,7.761,7.761,7.761,-0.0019
"Mar 27, 2015",7.776,7.776,7.776,7.776,-0.0027
"Mar 26, 2015",7.797,7.797,7.797,7.797,0.0032
"Mar 25, 2015",7.772,7.772,7.772,7.772,0.0028
"Mar 24, 2015",7.75,7.75,7.75,7.75,-0.0008
"Mar 23, 2015",7.756,7.756,7.756,7.756,0.0013
"Mar 20, 2015",7.746,7.746,7.746,7.746,-0.0013
"Mar 19, 2015",7.756,7.756,7.756,7.756,-0.0046
"Mar 18, 2015",7.792,7.792,7.792,7.792,0.0013
"Mar 17, 2015",7.782,7.782,7.782,7.782,-0.0028
"Mar 16, 2015",7.804,7.804,7.804,7.804,0.001
"Mar 13, 2015",7.796,7.796,7.796,7.796,0.0096
"Mar 12, 2015",7.722,7.722,7.722,7.722,-0.0048
"Mar 11, 2015",7.759,7.759,7.759,7.759,0.0015
"Mar 10, 2015",7.747,7.747,7.747,7.747,0.0009
"Mar 09, 2015",7.74,7.74,7.74,7.74,0.0045
"Mar 05, 2015",7.705,7.705,7.705,7.705,0.0026
"Mar 04, 2015",7.685,7.685,7.685,7.685,-0.0089
"Mar 03, 2015",7.754,7.754,7.754,7.754,0.0017
"Mar 02, 2015",7.741,7.741,7.741,7.741,0.0022
"Feb 27, 2015",7.724,7.724,7.724,7.724,-0.0018
"Feb 26, 2015",7.738,7.738,7.738,7.738,0.0042
"Feb 25, 2015",7.706,7.706,7.706,7.706,-0.0013
"Feb 24, 2015",7.716,7.716,7.716,7.716,0.0018
"Feb 23, 2015",7.702,7.702,7.702,7.702,0.0009
"Feb 20, 2015",7.695,7.695,7.695,7.695,-0.0019
"Feb 19, 2015",7.71,7.71,7.71,7.71,0.0003
"Feb 18, 2015",7.708,7.708,7.708,7.708,0.0001
"Feb 16, 2015",7.707,7.707,7.707,7.707,0.0013
"Feb 13, 2015",7.697,7.697,7.697,7.697,-0.0059
"Feb 12, 2015",7.743,7.743,7.743,7.743,0.0014
"Feb 11, 2015",7.732,7.732,7.732,7.732,0.0005
"Feb 10, 2015",7.728,7.728,7.728,7.728,0
"Feb 09, 2015",7.728,7.728,7.728,7.728,0.0036
"Feb 06, 2015",7.7,7.7,7.7,7.7,0.0001
"Feb 05, 2015",7.699,7.699,7.699,7.699,-0.0023
"Feb 04, 2015",7.717,7.717,7.717,7.717,-0.0013
"Feb 03, 2015",7.727,7.727,7.727,7.727,0.0098
"Feb 02, 2015",7.652,7.652,7.652,7.652,-0.0053
"Feb 01, 2015",7.693,7.693,7.693,7.693,0.0003
"Jan 30, 2015",7.691,7.691,7.691,7.691,-0.0026
"Jan 29, 2015",7.711,7.711,7.711,7.711,0.0008
"Jan 28, 2015",7.705,7.705,7.705,7.705,0.0001
"Jan 27, 2015",7.704,7.704,7.704,7.704,0
"Jan 23, 2015",7.704,7.704,7.704,7.704,-0.001
"Jan 22, 2015",7.712,7.712,7.712,7.712,0.0029
"Jan 21, 2015",7.69,7.69,7.69,7.69,-0.0043
"Jan 20, 2015",7.723,7.723,7.723,7.723,0
"Jan 19, 2015",7.723,7.723,7.723,7.723,0.0022
"Jan 16, 2015",7.706,7.706,7.706,7.706,0.0016
"Jan 15, 2015",7.694,7.694,7.694,7.694,-0.01
"Jan 14, 2015",7.772,7.772,7.772,7.772,0.0005
"Jan 13, 2015",7.768,7.768,7.768,7.768,-0.0056
"Jan 12, 2015",7.812,7.812,7.812,7.812,-0.0041
"Jan 09, 2015",7.844,7.844,7.844,7.844,-0.002
"Jan 08, 2015",7.86,7.86,7.86,7.86,0.0005
"Jan 07, 2015",7.856,7.856,7.856,7.856,-0.0054
"Jan 06, 2015",7.899,7.899,7.899,7.899,0.0009
"Jan 05, 2015",7.892,7.892,7.892,7.892,0.0025
"Jan 02, 2015",7.872,7.872,7.872,7.872,-0.001
"Jan 01, 2015",7.88,7.88,7.88,7.88,0.0032
"Dec 31, 2014",7.855,7.855,7.855,7.855,-0.0023
"Dec 30, 2014",7.873,7.873,7.873,7.873,-0.0068
"Dec 29, 2014",7.927,7.927,7.927,7.927,-0.0068
"Dec 28, 2014",7.981,7.981,7.981,7.981,0.0004
"Dec 26, 2014",7.978,7.978,7.978,7.978,0.0023
"Dec 24, 2014",7.96,7.96,7.96,7.96,0.0048
"Dec 23, 2014",7.922,7.922,7.922,7.922,-0.004
"Dec 22, 2014",7.954,7.954,7.954,7.954,-0.0008
"Dec 19, 2014",7.96,7.96,7.96,7.96,0.004
"Dec 18, 2014",7.928,7.928,7.928,7.928,-0.0051
"Dec 17, 2014",7.969,7.969,7.969,7.969,-0.0023
"Dec 16, 2014",7.987,7.987,7.987,7.987,0.0198
"Dec 15, 2014",7.832,7.832,7.832,7.832,0.0001
"Dec 14, 2014",7.831,7.831,7.831,7.831,0.0001
"Dec 12, 2014",7.83,7.83,7.83,7.83,-0.0046
"Dec 11, 2014",7.866,7.866,7.866,7.866,-0.0053
"Dec 10, 2014",7.908,7.908,7.908,7.908,0.0008
"Dec 09, 2014",7.902,7.902,7.902,7.902,-0.0019
"Dec 08, 2014",7.917,7.917,7.917,7.917,-0.0024
"Dec 05, 2014",7.936,7.936,7.936,7.936,-0.0039
"Dec 04, 2014",7.967,7.967,7.967,7.967,-0.0005
"Dec 03, 2014",7.971,7.971,7.971,7.971,0.0003
"Dec 02, 2014",7.969,7.969,7.969,7.969,-0.0112
"Dec 01, 2014",8.059,8.059,8.059,8.059,-0.0035
"Nov 30, 2014",8.087,8.087,8.087,8.087,0
"Nov 28, 2014",8.087,8.087,8.087,8.087,-0.0074
"Nov 27, 2014",8.147,8.147,8.147,8.147,0.0005
"Nov 26, 2014",8.143,8.143,8.143,8.143,-0.0018
"Nov 25, 2014",8.158,8.158,8.158,8.158,-0.0005
"Nov 24, 2014",8.162,8.162,8.162,8.162,-0.0007
"Nov 21, 2014",8.168,8.168,8.168,8.168,0.0012
"Nov 20, 2014",8.158,8.158,8.158,8.158,-0.0007
"Nov 19, 2014",8.164,8.164,8.164,8.164,0.0013
"Nov 18, 2014",8.153,8.153,8.153,8.153,-0.0034
"Nov 17, 2014",8.181,8.181,8.181,8.181,-0.0049
"Nov 16, 2014",8.221,8.221,8.221,8.221,0.0007
"Nov 14, 2014",8.215,8.215,8.215,8.215,-0.0007
"Nov 13, 2014",8.221,8.221,8.221,8.221,0.0077
"Nov 12, 2014",8.158,8.158,8.158,8.158,-0.0033
"Nov 11, 2014",8.185,8.185,8.185,8.185,0.0009
"Nov 10, 2014",8.178,8.178,8.178,8.178,-0.0038
"Nov 07, 2014",8.209,8.209,8.209,8.209,0.0022
"Nov 05, 2014",8.191,8.191,8.191,8.191,-0.0082
"Nov 03, 2014",8.259,8.259,8.259,8.259,-0.0023
"Oct 31, 2014",8.278,8.278,8.278,8.278,-0.0013
"Oct 30, 2014",8.289,8.289,8.289,8.289,-0.0035
"Oct 29, 2014",8.318,8.318,8.318,8.318,-0.0005
"Oct 28, 2014",8.322,8.322,8.322,8.322,0.0007
"Oct 27, 2014",8.316,8.316,8.316,8.316,-0.0048
"Oct 22, 2014",8.356,8.356,8.356,8.356,-0.0018
"Oct 21, 2014",8.371,8.371,8.371,8.371,0.0014
"Oct 20, 2014",8.359,8.359,8.359,8.359,-0.0036
"Oct 17, 2014",8.389,8.389,8.389,8.389,0.0023
"Oct 16, 2014",8.37,8.37,8.37,8.37,-0.0033
"Oct 15, 2014",8.398,8.398,8.398,8.398,0.0001
"Oct 14, 2014",8.397,8.397,8.397,8.397,-0.0025
"Oct 13, 2014",8.418,8.418,8.418,8.418,-0.0045
"Oct 10, 2014",8.456,8.456,8.456,8.456,-0.0011
"Oct 09, 2014",8.465,8.465,8.465,8.465,0.0068
"Oct 08, 2014",8.408,8.408,8.408,8.408,-0.0053
"Oct 07, 2014",8.453,8.453,8.453,8.453,-0.0028
"Oct 01, 2014",8.477,8.477,8.477,8.477,-0.004
"Sep 30, 2014",8.511,8.511,8.511,8.511,0.0025
"Sep 29, 2014",8.49,8.49,8.49,8.49,0.0056
"Sep 27, 2014",8.443,8.443,8.443,8.443,0.0002
"Sep 26, 2014",8.441,8.441,8.441,8.441,-0.0054
"Sep 25, 2014",8.487,8.487,8.487,8.487,0.0007
"Sep 24, 2014",8.481,8.481,8.481,8.481,0.0017
"Sep 23, 2014",8.467,8.467,8.467,8.467,0.0038
"Sep 22, 2014",8.435,8.435,8.435,8.435,-0.0024
"Sep 19, 2014",8.455,8.455,8.455,8.455,0.0002
"Sep 18, 2014",8.453,8.453,8.453,8.453,-0.0053
"Sep 17, 2014",8.498,8.498,8.498,8.498,0
"Sep 16, 2014",8.498,8.498,8.498,8.498,-0.0007
"Sep 15, 2014",8.504,8.504,8.504,8.504,-0.0001
"Sep 13, 2014",8.505,8.505,8.505,8.505,0.0005
"Sep 12, 2014",8.501,8.501,8.501,8.501,-0.0005
"Sep 11, 2014",8.505,8.505,8.505,8.505,-0.0044
"Sep 10, 2014",8.543,8.543,8.543,8.543,0.0025
"Sep 09, 2014",8.522,8.522,8.522,8.522,0.0024
"Sep 08, 2014",8.502,8.502,8.502,8.502,-0.0023
"Sep 05, 2014",8.522,8.522,8.522,8.522,0
"Sep 04, 2014",8.522,8.522,8.522,8.522,0
"Sep 03, 2014",8.522,8.522,8.522,8.522,0.0004
"Sep 02, 2014",8.519,8.519,8.519,8.519,-0.0036
"Sep 01, 2014",8.55,8.55,8.55,8.55,-0.0018
"Aug 31, 2014",8.565,8.565,8.565,8.565,0.0007
"Aug 28, 2014",8.559,8.559,8.559,8.559,0.0004
"Aug 27, 2014",8.556,8.556,8.556,8.556,0.0002
"Aug 26, 2014",8.554,8.554,8.554,8.554,-0.0002
"Aug 25, 2014",8.556,8.556,8.556,8.556,0.0047
"Aug 22, 2014",8.516,8.516,8.516,8.516,0.0005
"Aug 21, 2014",8.512,8.512,8.512,8.512,0.0039
"Aug 20, 2014",8.479,8.479,8.479,8.479,-0.0062
"Aug 19, 2014",8.532,8.532,8.532,8.532,-0.0208
"Aug 14, 2014",8.713,8.713,8.713,8.713,-0.0058
"Aug 13, 2014",8.764,8.764,8.764,8.764,-0.0092
"Aug 12, 2014",8.845,8.845,8.845,8.845,0.0032
"Aug 11, 2014",8.817,8.817,8.817,8.817,-0.0043
"Aug 10, 2014",8.855,8.855,8.855,8.855,0.0003
"Aug 08, 2014",8.852,8.852,8.852,8.852,0
"Aug 07, 2014",8.852,8.852,8.852,8.852,-0.0015
"Aug 06, 2014",8.865,8.865,8.865,8.865,0.0035
"Aug 05, 2014",8.834,8.834,8.834,8.834,0.0118
"Aug 04, 2014",8.731,8.731,8.731,8.731,-0.0027
"Aug 02, 2014",8.755,8.755,8.755,8.755,0
"Aug 01, 2014",8.755,8.755,8.755,8.755,0.0042
"Jul 31, 2014",8.718,8.718,8.718,8.718,-0.0011
"Jul 30, 2014",8.728,8.728,8.728,8.728,0.0024
"Jul 28, 2014",8.707,8.707,8.707,8.707,0.0042
"Jul 27, 2014",8.671,8.671,8.671,8.671,0
"Jul 25, 2014",8.671,8.671,8.671,8.671,0.0027
"Jul 24, 2014",8.648,8.648,8.648,8.648,-0.0014
"Jul 23, 2014",8.66,8.66,8.66,8.66,-0.0035
"Jul 22, 2014",8.69,8.69,8.69,8.69,-0.0002
"Jul 21, 2014",8.692,8.692,8.692,8.692,-0.009
"Jul 20, 2014",8.771,8.771,8.771,8.771,0.0002
"Jul 18, 2014",8.769,8.769,8.769,8.769,0.0038
"Jul 17, 2014",8.736,8.736,8.736,8.736,0.0014
"Jul 16, 2014",8.724,8.724,8.724,8.724,-0.0013
"Jul 15, 2014",8.735,8.735,8.735,8.735,-0.0052
"Jul 14, 2014",8.781,8.781,8.781,8.781,0.0011
"Jul 12, 2014",8.771,8.771,8.771,8.771,0.0005
"Jul 11, 2014",8.767,8.767,8.767,8.767,0.0002
"Jul 10, 2014",8.765,8.765,8.765,8.765,0.0044
"Jul 09, 2014",8.727,8.727,8.727,8.727,0
"Jul 08, 2014",8.727,8.727,8.727,8.727,0.0036
"Jul 07, 2014",8.696,8.696,8.696,8.696,0.0038
"Jul 04, 2014",8.663,8.663,8.663,8.663,0.0007
"Jul 03, 2014",8.657,8.657,8.657,8.657,0
"Jul 02, 2014",8.657,8.657,8.657,8.657,-0.0092
"Jul 01, 2014",8.737,8.737,8.737,8.737,-0.0008
"Jun 30, 2014",8.744,8.744,8.744,8.744,-0.0003
"Jun 27, 2014",8.747,8.747,8.747,8.747,0.0018
"Jun 26, 2014",8.731,8.731,8.731,8.731,0.0033
"Jun 25, 2014",8.702,8.702,8.702,8.702,-0.0017
"Jun 24, 2014",8.717,8.717,8.717,8.717,-0.0064
"Jun 23, 2014",8.773,8.773,8.773,8.773,0.0056
"Jun 20, 2014",8.724,8.724,8.724,8.724,0.0041
"Jun 19, 2014",8.688,8.688,8.688,8.688,0.002
"Jun 18, 2014",8.671,8.671,8.671,8.671,0.0085
"Jun 17, 2014",8.598,8.598,8.598,8.598,-0.0059
"Jun 16, 2014",8.649,8.649,8.649,8.649,0.0063
"Jun 13, 2014",8.595,8.595,8.595,8.595,0.0056
"Jun 12, 2014",8.547,8.547,8.547,8.547,0.0014
"Jun 11, 2014",8.535,8.535,8.535,8.535,-0.003
"Jun 10, 2014",8.561,8.561,8.561,8.561,0.0015
"Jun 09, 2014",8.548,8.548,8.548,8.548,0.0042
"Jun 06, 2014",8.512,8.512,8.512,8.512,-0.0016
"Jun 05, 2014",8.526,8.526,8.526,8.526,-0.0071
"Jun 04, 2014",8.587,8.587,8.587,8.587,-0.0013
"Jun 03, 2014",8.598,8.598,8.598,8.598,-0.0072
"Jun 02, 2014",8.66,8.66,8.66,8.66,0.0017
"May 30, 2014",8.645,8.645,8.645,8.645,-0.003
"May 29, 2014",8.671,8.671,8.671,8.671,-0.0037
"May 28, 2014",8.703,8.703,8.703,8.703,0.0035
"May 27, 2014",8.673,8.673,8.673,8.673,-0.0002
"May 26, 2014",8.675,8.675,8.675,8.675,0.0044
"May 25, 2014",8.637,8.637,8.637,8.637,0
"May 23, 2014",8.637,8.637,8.637,8.637,-0.0085
"May 22, 2014",8.711,8.711,8.711,8.711,-0.0065
"May 21, 2014",8.768,8.768,8.768,8.768,-0.0098
"May 20, 2014",8.855,8.855,8.855,8.855,-0.0009
"May 19, 2014",8.863,8.863,8.863,8.863,0.0033
"May 16, 2014",8.834,8.834,8.834,8.834,0.006
"May 15, 2014",8.781,8.781,8.781,8.781,-0.0003
"May 13, 2014",8.784,8.784,8.784,8.784,0.0065
"May 12, 2014",8.727,8.727,8.727,8.727,-0.0022
"May 09, 2014",8.746,8.746,8.746,8.746,-0.0014
"May 08, 2014",8.758,8.758,8.758,8.758,-0.005
"May 07, 2014",8.802,8.802,8.802,8.802,0.0027
"May 06, 2014",8.778,8.778,8.778,8.778,0.0049
"May 05, 2014",8.735,8.735,8.735,8.735,-0.0083
"May 02, 2014",8.808,8.808,8.808,8.808,-0.0023
"Apr 30, 2014",8.828,8.828,8.828,8.828,0
"Apr 29, 2014",8.828,8.828,8.828,8.828,-0.0028
"Apr 28, 2014",8.853,8.853,8.853,8.853,-0.0034
"Apr 25, 2014",8.883,8.883,8.883,8.883,0.0036
"Apr 23, 2014",8.851,8.851,8.851,8.851,-0.0003
"Apr 22, 2014",8.854,8.854,8.854,8.854,-0.0009
"Apr 21, 2014",8.862,8.862,8.862,8.862,0.0014
"Apr 17, 2014",8.85,8.85,8.85,8.85,-0.0127
"Apr 16, 2014",8.964,8.964,8.964,8.964,0.0012
"Apr 15, 2014",8.953,8.953,8.953,8.953,0.0013
"Apr 11, 2014",8.941,8.941,8.941,8.941,-0.0068
"Apr 10, 2014",9.002,9.002,9.002,9.002,-0.0033
"Apr 09, 2014",9.032,9.032,9.032,9.032,-0.0076
"Apr 07, 2014",9.101,9.101,9.101,9.101,0.004
"Apr 04, 2014",9.065,9.065,9.065,9.065,0.0063
"Apr 03, 2014",9.008,9.008,9.008,9.008,0.0051
"Apr 02, 2014",8.962,8.962,8.962,8.962,0.0173
"Apr 01, 2014",8.81,8.81,8.81,8.81,0.0007
"Mar 28, 2014",8.804,8.804,8.804,8.804,-0.0014
"Mar 27, 2014",8.816,8.816,8.816,8.816,0.0038
"Mar 26, 2014",8.783,8.783,8.783,8.783,-0.0006
"Mar 25, 2014",8.788,8.788,8.788,8.788,0.0006
"Mar 24, 2014",8.783,8.783,8.783,8.783,-0.0014
"Mar 21, 2014",8.795,8.795,8.795,8.795,-0.0027
"Mar 20, 2014",8.819,8.819,8.819,8.819,0.0048
"Mar 19, 2014",8.777,8.777,8.777,8.777,-0.0026
"Mar 18, 2014",8.8,8.8,8.8,8.8,0.001
"Mar 14, 2014",8.791,8.791,8.791,8.791,0.0064
"Mar 13, 2014",8.735,8.735,8.735,8.735,0.0023
"Mar 12, 2014",8.715,8.715,8.715,8.715,-0.0021
"Mar 11, 2014",8.733,8.733,8.733,8.733,-0.0022
"Mar 10, 2014",8.752,8.752,8.752,8.752,-0.0068
"Mar 09, 2014",8.812,8.812,8.812,8.812,0.0001
"Mar 07, 2014",8.811,8.811,8.811,8.811,0.0022
"Mar 06, 2014",8.792,8.792,8.792,8.792,-0.0057
"Mar 05, 2014",8.842,8.842,8.842,8.842,0.0007
"Mar 04, 2014",8.836,8.836,8.836,8.836,-0.0076
"Mar 03, 2014",8.904,8.904,8.904,8.904,0.0047
"Feb 28, 2014",8.862,8.862,8.862,8.862,-0.0059
"Feb 26, 2014",8.915,8.915,8.915,8.915,0.0045
"Feb 25, 2014",8.875,8.875,8.875,8.875,-0.0011
"Feb 24, 2014",8.885,8.885,8.885,8.885,0.0102
"Feb 21, 2014",8.795,8.795,8.795,8.795,0.0008
"Feb 20, 2014",8.788,8.788,8.788,8.788,0.0023
"Feb 18, 2014",8.768,8.768,8.768,8.768,-0.0042
"Feb 17, 2014",8.805,8.805,8.805,8.805,-0.0003
"Feb 14, 2014",8.808,8.808,8.808,8.808,-0.0064
"Feb 13, 2014",8.865,8.865,8.865,8.865,0.0061
"Feb 12, 2014",8.811,8.811,8.811,8.811,0.0081
"Feb 11, 2014",8.74,8.74,8.74,8.74,0.0058
"Feb 10, 2014",8.69,8.69,8.69,8.69,-0.0053
"Feb 07, 2014",8.736,8.736,8.736,8.736,0.0022
"Feb 06, 2014",8.717,8.717,8.717,8.717,0.0011
"Feb 05, 2014",8.707,8.707,8.707,8.707,0.0032
"Feb 04, 2014",8.679,8.679,8.679,8.679,-0.0063
"Feb 03, 2014",8.734,8.734,8.734,8.734,-0.0041
"Jan 31, 2014",8.77,8.77,8.77,8.77,-0.0057
"Jan 30, 2014",8.82,8.82,8.82,8.82,0.0052
"Jan 29, 2014",8.774,8.774,8.774,8.774,0.003
"Jan 28, 2014",8.748,8.748,8.748,8.748,-0.0019
"Jan 27, 2014",8.765,8.765,8.765,8.765,0.0031
"Jan 24, 2014",8.738,8.738,8.738,8.738,0.0084
"Jan 23, 2014",8.665,8.665,8.665,8.665,0.0066
"Jan 22, 2014",8.608,8.608,8.608,8.608,0.0064
"Jan 21, 2014",8.553,8.553,8.553,8.553,0.0042
"Jan 20, 2014",8.517,8.517,8.517,8.517,-0.0128
"Jan 17, 2014",8.627,8.627,8.627,8.627,0.0014
"Jan 16, 2014",8.615,8.615,8.615,8.615,-0.0028
"Jan 15, 2014",8.639,8.639,8.639,8.639,-0.0083
"Jan 13, 2014",8.711,8.711,8.711,8.711,-0.0054
"Jan 10, 2014",8.758,8.758,8.758,8.758,-0.0036
"Jan 09, 2014",8.79,8.79,8.79,8.79,-0.0012
"Jan 08, 2014",8.801,8.801,8.801,8.801,0.0014
"Jan 07, 2014",8.789,8.789,8.789,8.789,0.0007
"Jan 06, 2014",8.783,8.783,8.783,8.783,-0.0058
"Jan 03, 2014",8.834,8.834,8.834,8.834,-0.0007
"Jan 02, 2014",8.84,8.84,8.84,8.84,-0.0005
"Jan 01, 2014",8.844,8.844,8.844,8.844,0.0027
